time_percent,avg_position_m,std_position_m,avg_speed_mps,std_speed_mps,avg_queuing_vehicles,std_queuing_vehicles,avg_velocity_deviation,std_velocity_deviation
70.5,236.14308764665284,111.79528550765227,8.00275293305728,5.609738393139937,2.3087557603686637,1.9770832473425797,5.04737889715853,1.924476356069131
71.0,244.98954054054053,108.14216123028139,7.564310810810811,5.637535545962542,2.24,2.0264912204760885,4.569580016030815,2.000334008387793
72.0,243.05861592009686,108.88375206326968,7.540462469733655,5.697277273861147,2.711864406779661,2.1694724080628784,4.95903900443204,1.8591337025098718
72.5,218.45158333333333,135.4671304657657,8.92925,4.54833752095702,1.0,0.0,4.631763901377402,0.8070936719011899
73.0,237.40833591731266,115.54803190664161,7.897201550387597,5.818831830016051,2.3442622950819674,1.7500975772952332,5.8297790022965925,1.4313618913440596
73.5,239.91191305532843,110.25311868038781,7.751465521940584,5.676603476284018,2.6167315175097277,2.1949330756378607,5.056112845253719,1.718320506478085
74.0,236.3333888888889,136.00241407725036,8.0945,6.513810480094445,2.3333333333333335,2.0816659994661326,5.7552060336628905,2.6779640595094385
74.5,238.27960826985853,111.09968179698375,7.4425125136017405,5.77687975062366,2.8828125,2.288695580593872,5.155048638298447,1.7722034352511862
76.0,237.48358156498674,112.72873136374432,7.818465517241378,5.678202333428624,2.506912442396313,2.050564095081866,4.975463580146645,1.8417859978643107
76.5,238.60004545454547,125.06369018889737,8.074272727272726,6.10632441998277,1.75,1.5,5.617109276466557,2.546502510770165
77.5,245.69133233443213,108.69780252832032,7.496158225951453,5.683721003759614,2.739406779661017,2.189022522698117,5.072185779689187,1.821364281167198
78.5,243.30851556916792,110.0605187374143,7.480568657478305,5.681419538656072,2.814814814814815,2.1867714451670355,5.190075102177581,1.6738139546284132
79.0,254.74855555555555,113.02613259453665,6.8085555555555555,6.6920872138502325,4.0,,6.6920872138502325,
79.5,240.33816985138006,110.12963869144063,7.878354564755838,5.777903320628253,2.3194444444444446,1.9560407617580065,5.373006707483807,1.6938438338654882
81.0,240.51929963459196,109.98110992969949,7.534313032886724,5.6354727845629276,2.586206896551724,2.085431726826935,4.945460704847106,1.7380960246928412
81.5,231.968,119.42082722723185,7.605833333333333,6.153379748831802,2.5,0.7071067811865476,6.437133999599905,0.029474335234133613
82.0,239.73821286173632,112.16844417241792,7.683064308681673,5.761717698307216,2.695852534562212,2.153728751191483,5.21167152046222,1.661939875386828
83.0,247.21134922035895,109.4384112605793,7.348737275669315,5.694479113635326,2.819327731092437,2.273167132056274,5.076048288096012,1.7301596403542407
84.0,244.92376609724047,110.13279012886831,7.451007358738502,5.68679548617922,2.872093023255814,2.272485547193569,5.122681961668968,1.7519262110964147
84.5,249.7813636363636,107.66876980737419,6.510917355371901,5.93139103637977,4.0,2.6186146828319083,5.959343545876678,1.6530622932866998
85.5,220.92710666666665,113.67126414677897,7.985973333333333,5.917275432969103,2.24,2.50466231922256,4.40079308717257,2.2739566812040346
86.5,226.39775741239893,114.7554800300394,8.505970350404313,5.346147120520875,1.7419354838709677,1.6087413252313558,4.641742432104799,1.950764948144891
87.0,243.45076346604213,110.79095677990414,7.319173302107728,5.623967878147329,2.8706896551724137,2.15297639242209,5.174527820169521,1.5791754269031573
88.0,237.07960024984385,113.72046869232182,7.676420362273579,5.745342368828867,2.783410138248848,2.2677492068716747,5.224003395440244,1.6551206380217203
88.5,248.84649735605169,110.24387439333705,7.219441245593419,5.6676940859497495,2.8964059196617336,2.3197402187179863,4.93561672606702,1.8231508079678485
89.0,247.27120904392766,109.92983333829788,7.243329457364341,5.741292682965772,3.065891472868217,2.371251641931753,5.214209329205643,1.6657833905152426
89.5,238.88239449541285,115.33434922666093,6.68665137614679,5.9492640057968,4.333333333333333,3.2566947363946483,5.680783796262599,0.8875502375362733
90.5,263.2223333333333,94.52615725081637,6.061416666666666,5.83563282317948,3.5,2.1213203435596424,5.899584721088083,0.4707963673935281
91.5,201.2601111111111,122.22654996002365,9.698777777777778,5.311400838149203,2.25,1.2583057392117916,5.554947032787404,0.6117269366582938
92.0,253.440125,108.89708215890279,8.324625,6.145351999770799,2.0,2.160246899469287,4.893682201919467,3.289540736762836
92.5,215.12887116564417,114.721166217639,8.075411042944785,5.47232243419811,2.08,2.2345767682792492,4.525608761979046,1.936048054380604
93.0,227.84952083333334,114.0297098497692,8.324395833333334,5.487410090221007,1.9838709677419355,1.7878637814751224,4.742611070602388,1.9543457477294293
93.5,240.73726542491266,111.18163537548052,7.336591385331781,5.700586107106976,2.913793103448276,2.263390936346312,5.126307259772803,1.629375498122724
94.0,244.56350994681898,112.01331306857684,7.408090998621232,5.766878228159123,2.928985507246377,2.4770412525810896,5.00269657535304,1.8182565701815816
94.5,248.96679905260532,109.36496608748038,7.121007728745949,5.7951430133196915,3.2580645161290325,2.526251233786931,5.256353772243799,1.632815606737841
99.5,244.54539994389378,111.30233964849299,7.396793155040209,5.733728077763508,2.9790356394129978,2.402121886763618,5.112694544974575,1.7265320151635748
